Area,Date,Assets,,,,,,,,,,,,,
UK,10/16/2019,484528,,,,,,,,,,,,,
UK,10/23/2019,484366,,,,,,,,,,,,,
UK,10/30/2019,485886,,,,,,,,,,,,,
UK,11/06/2019,487077,,,,,,,,,,,,,
UK,11/13/2019,485724,,,,,,,,,,,,,
UK,11/20/2019,483761,,,,,,,,,,,,,
UK,11/27/2019,483356,,,,,,,,,,,,,
UK,12/04/2019,484171,,,,,,,,,,,,,
UK,12/11/2019,479192,,,,,,,,,,,,,
UK,12/18/2019,476327,,,,,,,,,,,,,
UK,12/25/2019,475579,,,,,,,,,,,,,
UK,01/01/2020,473150,,,,,,,,,,,,,
UK,01/08/2020,475642,,,,,,,,,,,,,
UK,01/15/2020,474291,,,,,,,,,,,,,
UK,01/22/2020,473473,,,,,,,,,,,,,
UK,01/29/2020,475796,,,,,,,,,,,,,
UK,02/05/2020,475770,,,,,,,,,,,,,
UK,02/12/2020,476201,,,,,,,,,,,,,
UK,02/19/2020,477016,,,,,,,,,,,,,
UK,02/16/2020,474973,,,,,,,,,,,,,
UK,03/04/2020,469040,,,,,,,,,,,,,
UK,03/11/2020,460129,,,,,,,,,,,,,
UK,03/18/2020,465635,,,,,,,,,,,,,
UK,03/25/2020,481339,,,,,,,,,,,,,
UK,04/01/2020,512834,,,,,,,,,,,,,
UK,04/08/2020,532371,,,,,,,,,,,,,
UK,04/15/2020,552079,,,,,,,,,,,,,
UK,04/22/2020,570640,,,,,,,,,,,,,
UK,04/29/2020,594210,,,,,,,,,,,,,
UK,05/06/2020,614755,,,,,,,,,,,,,
UK,05/13/2020,627404,,,,,,,,,,,,,
UK,05/20/2020,643792,,,,,,,,,,,,,
UK,05/27/2020,657680,,,,,,,,,,,,,
UK,06/03/2020,666056,,,,,,,,,,,,,
UK,06/10/2020,675541,,,,,,,,,,,,,
UK,06/17/2020,686007,,,,,,,,,,,,,
UK,06/24/2020,694623,,,,,,,,,,,,,
UK,07/01/2020,695052,,,,,,,,,,,,,
UK,07/08/2020,706027,,,,,,,,,,,,,
UK,07/15/2020,708984,,,,,,,,,,,,,
UK,07/22/2020,705387,,,,,,,,,,,,,
UK,07/29/2020,710964,,,,,,,,,,,,,
UK,08/05/2020,721079,,,,,,,,,,,,,
UK,08/12/2020,723510,,,,,,,,,,,,,
UK,08/19/2020,729045,,,,,,,,,,,,,
UK,08/26/2020,735560,,,,,,,,,,,,,
UK,09/02/2020,732945,,,,,,,,,,,,,
UK,09/09/2020,720979,,,,,,,,,,,,,
UK,09/16/2020,720704,,,,,,,,,,,,,
UK,09/23/2020,722703,,,,,,,,,,,,,
UK,09/30/2020,731618,,,,,,,,,,,,,
UK,10/07/2020,740507,,,,,,,,,,,,,
UK,10/14/2020,745080,,,,,,,,,,,,,
UK,10/21/2020,747633,,,,,,,,,,,,,
UK,10/28/2020,754166,,,,,,,,,,,,,
UK,11/04/2020,761947,,,,,,,,,,,,,
UK,11/11/2020,766661,,,,,,,,,,,,,
UK,11/18/2020,768196,,,,,,,,,,,,,
UK,11/25/2020,770091,,,,,,,,,,,,,
UK,12/02/2020,769745,,,,,,,,,,,,,
UK,12/09/2020,767734,,,,,,,,,,,,,
UK,12/16/2020,772815,,,,,,,,,,,,,
UK,12/23/2020,770976,,,,,,,,,,,,,
UK,12/30/2020,767807,,,,,,,,,,,,,
UK,01/06/2021,770506,,,,,,,,,,,,,
UK,01/13/2021,775003,,,,,,,,,,,,,
UK,01/20/2021,762656,,,,,,,,,,,,,
UK,01/27/2021,778484,,,,,,,,,,,,,
UK,02/03/2021,787616,,,,,,,,,,,,,
UK,02/10/2021,790165,,,,,,,,,,,,,
UK,02/17/2021,794321,,,,,,,,,,,,,
UK,02/24/2021,796625,,,,,,,,,,,,,
UK,03/03/2021,800586,,,,,,,,,,,,,
UK,03/10/2021,800148,,,,,,,,,,,,,
UK,03/17/2021,803668,,,,,,,,,,,,,
UK,03/24/2021,799930,,,,,,,,,,,,,
UK,03/31/2021,790041,,,,,,,,,,,,,
UK,04/07/2021,798915,,,,,,,,,,,,,
UK,04/14/2021,807331,,,,,,,,,,,,,
UK,04/21/2021,812487,,,,,,,,,,,,,
UK,04/28/2021,816480,,,,,,,,,,,,,
UK,05/05/2021,825973,,,,,,,,,,,,,
UK,05/12/2021,827491,,,,,,,,,,,,,
UK,05/19/2021,827305,,,,,,,,,,,,,
UK,05/26/2021,831499,,,,,,,,,,,,,
UK,06/02/2021,829441,,,,,,,,,,,,,
UK,06/09/2021,823889,,,,,,,,,,,,,
UK,06/16/2021,831147,,,,,,,,,,,,,
UK,06/23/2021,829727,,,,,,,,,,,,,
UK,06/30/2021,827659,,,,,,,,,,,,,
UK,07/07/2021,839382,,,,,,,,,,,,,
UK,07/14/2021,843402,,,,,,,,,,,,,
UK,07/21/2021,845644,,,,,,,,,,,,,
UK,07/28/2021,845801,,,,,,,,,,,,,
UK,08/04/2021,847781,,,,,,,,,,,,,
UK,08/11/2021,850208,,,,,,,,,,,,,
UK,08/18/2021,854771,,,,,,,,,,,,,
UK,08/25/2021,854410,,,,,,,,,,,,,
UK,09/01/2021,856787,,,,,,,,,,,,,
UK,09/08/2021,849568,,,,,,,,,,,,,
UK,09/15/2021,850975,,,,,,,,,,,,,
UK,09/22/2021,851363,,,,,,,,,,,,,
UK,09/29/2021,859539,,,,,,,,,,,,,
UK,10/06/2021,870620,,,,,,,,,,,,,
UK,10/13/2021,885043,,,,,,,,,,,,,
UK,10/20/2021,905287,,,,,,,,,,,,,
UK,10/27/2021,936391,,,,,,,,,,,,,
UK,11/03/2021,961365,,,,,,,,,,,,,
UK,11/10/2021,964762,,,,,,,,,,,,,
UK,11/17/2021,967635,,,,,,,,,,,,,
UK,11/24/2021,967271,,,,,,,,,,,,,
UK,12/01/2021,971828,,,,,,,,,,,,,
UK,12/08/2021,973535,,,,,,,,,,,,,
UK,12/15/2021,972517,,,,,,,,,,,,,
UK,12/22/2021,969749,,,,,,,,,,,,,
